id_inquilino,horario,bioritmo,nivel_educativo,leer,animacion,cine,mascotas,cocinar,deporte,dieta,fumador,visitas,orden,musica_tipo,musica_alta,plan_perfecto,instrumento
6114,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
6115,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6116,2,0,2,0,1,1,1,0,0,1,1,1,1,2,1,1,1
6117,2,0,2,0,1,0,1,1,0,1,1,1,0,3,1,1,1
6118,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6119,2,1,1,0,1,0,1,1,1,1,0,0,1,3,1,1,0
6120,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
6121,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
6122,0,1,2,0,1,0,1,1,0,1,1,1,0,1,1,1,1
6123,0,0,2,1,1,0,0,0,1,1,1,1,1,3,1,1,0
6124,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0
6125,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0
6126,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
6127,2,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
6128,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0
6129,2,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1
6130,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1
6131,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,1
6132,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6133,0,0,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0
6134,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,0,1
6135,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1
6136,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0
6137,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6138,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0
6139,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0
6140,2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6141,2,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
6142,2,0,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6143,2,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1
6144,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0
6145,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0
6146,2,1,2,0,1,0,0,0,1,0,1,0,1,2,1,1,1
6147,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6148,2,1,2,0,1,0,1,1,1,1,0,1,1,3,1,1,1
6149,2,1,0,0,1,0,0,1,1,1,1,1,1,3,1,1,1
6150,0,1,0,1,1,1,1,1,0,1,0,0,1,2,0,0,0
6151,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6152,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
6153,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0
6154,2,1,2,0,1,0,1,1,0,1,1,1,1,3,1,1,1
6155,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0
6156,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6157,2,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1
6158,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0
6159,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0
6160,0,1,2,0,1,0,1,1,0,1,1,0,1,0,1,1,1
6161,2,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
6162,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6163,0,1,2,0,0,0,0,1,1,1,0,1,1,3,1,1,1
6164,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
6165,2,1,2,0,1,0,0,1,0,1,1,1,0,3,1,0,1
6166,2,1,2,1,1,0,1,1,1,1,1,1,0,2,1,1,1
6167,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,1,0
6168,0,0,0,1,0,1,0,0,1,1,0,1,1,2,1,0,0
6169,2,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1
6170,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
6171,2,1,2,0,1,0,0,1,1,1,1,1,0,2,1,1,1
6172,0,0,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
6173,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
6174,0,0,0,1,1,1,0,0,0,1,0,0,0,3,1,0,1
6175,2,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6176,0,0,2,0,1,0,0,0,1,1,1,1,1,3,1,1,1
6177,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6178,0,0,2,0,0,1,0,1,1,0,0,0,1,2,0,0,0
6179,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
6180,2,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0
6181,2,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1
6182,2,1,2,1,1,1,1,0,1,1,0,1,1,3,1,1,1
6183,2,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
6184,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6185,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
6186,0,0,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1
6187,0,0,2,1,0,1,0,1,0,0,0,0,1,0,1,1,0
6188,2,1,2,1,0,1,1,1,0,0,0,1,1,0,1,0,0
6189,2,1,2,0,1,0,1,0,1,0,1,1,1,3,1,0,1
6190,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0
6191,0,0,0,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6192,2,1,0,1,0,1,0,1,0,0,1,1,0,2,0,0,0
6193,2,1,2,0,1,1,1,1,1,1,1,0,0,3,1,1,1
6194,2,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1
6195,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6196,0,0,2,0,1,0,0,1,1,1,1,1,1,0,1,1,1
6197,0,0,2,1,0,0,0,1,1,1,1,1,1,0,1,0,0
6198,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6199,0,0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0
6200,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,1
6201,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0
6202,2,0,2,0,0,0,1,0,0,0,1,1,1,3,1,0,1
6203,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6204,0,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6205,0,0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,1
6206,2,1,2,0,1,0,1,1,0,1,1,0,1,2,1,1,1
6207,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6208,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
6209,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
6210,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6211,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6212,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0
6213,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6214,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6215,2,1,2,0,1,0,0,1,1,1,1,1,1,1,0,1,1
6216,2,0,2,0,1,0,1,1,1,1,1,1,0,2,1,1,1
6217,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6218,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0
6219,2,1,2,0,0,0,1,1,0,0,1,1,1,3,1,0,1
6220,2,1,2,0,1,0,1,1,1,1,0,0,0,3,1,1,1
6221,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
6222,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
6223,2,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0
6224,2,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0
6225,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0
6226,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0
6227,0,0,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0
6228,2,1,2,0,1,0,1,1,1,0,1,1,1,3,0,1,1
6229,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
6230,2,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
6231,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6232,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
6233,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
6234,2,1,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0
6235,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
6236,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0
6237,2,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1
6238,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1
6239,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
6240,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6241,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6242,2,0,2,0,1,1,1,1,0,1,1,1,1,3,1,1,1
6243,2,1,2,0,1,0,0,1,1,1,1,1,0,1,1,1,1
6244,2,1,2,0,1,1,0,1,1,1,0,1,1,3,1,1,1
6245,0,0,2,1,0,1,1,0,1,0,1,0,0,0,0,0,1
6246,2,0,2,1,1,1,0,0,1,1,1,1,1,3,1,0,1
6247,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
6248,2,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1
6249,2,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
6250,2,1,1,0,1,0,1,1,1,1,1,1,1,2,1,1,0
6251,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
6252,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0
6253,0,1,2,0,1,0,1,1,1,1,1,0,1,1,0,1,1
6254,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
6255,2,0,2,0,1,0,0,1,1,1,0,1,1,2,1,1,1
6256,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0
6257,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6258,2,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1
6259,2,0,2,0,1,0,1,0,1,1,1,1,0,3,1,1,1
6260,2,1,2,0,0,0,1,1,1,0,1,1,0,3,1,1,1
6261,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
6262,2,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
6263,2,1,2,0,1,1,1,1,1,1,1,1,0,2,0,0,1
6264,2,1,2,0,1,0,1,1,0,0,1,1,1,3,1,1,1
6265,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
6266,2,0,1,1,0,1,0,1,1,1,0,0,0,2,0,0,0
6267,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
6268,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0
6269,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,1
6270,2,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
6271,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6272,0,0,2,0,0,1,1,0,1,1,1,1,0,2,1,1,1
6273,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6274,2,1,2,0,0,1,0,1,0,1,1,1,1,3,1,0,1
6275,0,0,2,1,1,1,0,1,0,1,1,0,1,3,1,0,0
6276,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6277,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6278,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0
6279,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1
6280,2,1,2,1,1,0,1,1,1,1,1,1,1,3,1,1,1
6281,0,0,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0
6282,2,0,2,0,1,1,1,1,1,1,1,1,1,3,0,1,1
6283,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1
6284,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0
6285,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1
6286,2,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1
6287,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0
6288,2,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
6289,2,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0
6290,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0
6291,0,1,0,0,0,1,0,0,1,1,0,0,1,2,1,1,1
6292,2,0,0,1,0,1,1,0,0,1,1,1,0,2,1,0,0
6293,0,0,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0
6294,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0
6295,2,1,0,1,0,1,0,0,1,1,1,0,0,2,0,0,0
6296,2,1,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1
6297,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6298,2,1,2,0,1,0,1,1,1,1,1,1,1,0,0,0,1
6299,2,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
6300,2,1,0,0,1,0,1,1,1,1,1,1,1,3,1,1,0
6301,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0
6302,2,0,2,0,1,0,1,0,1,1,1,1,1,3,1,1,1
6303,2,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
6304,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
6305,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6306,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
6307,0,1,2,0,1,1,1,1,1,1,0,1,1,3,1,1,1
6308,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,0,1
6309,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,0,0
6310,0,0,2,1,0,1,0,0,0,0,1,0,0,2,0,0,0
6311,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0,0,0
6312,0,0,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0
6313,0,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1
6314,2,1,2,0,1,1,0,1,1,1,1,0,1,3,1,1,0
6315,2,0,2,1,0,1,0,1,1,0,0,1,0,0,1,1,0
6316,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0
6317,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0
6318,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1
6319,0,1,2,1,0,0,1,1,1,1,0,1,1,3,1,1,1
6320,2,1,2,1,0,0,0,1,1,0,1,1,0,3,1,1,1
6321,0,0,1,1,0,1,1,0,0,0,0,0,0,3,0,1,0
6322,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6323,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6324,2,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0
6325,2,1,2,0,1,0,0,1,1,1,1,1,0,2,1,1,1
6326,0,0,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1
6327,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1
6328,2,1,0,0,1,1,0,1,0,1,1,0,1,3,1,0,1
6329,0,0,0,1,0,1,1,0,1,1,1,1,0,2,0,0,1
6330,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1
6331,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,1,0
6332,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
6333,2,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
6334,0,0,0,0,0,1,1,0,1,1,1,1,0,2,1,1,0
6335,0,0,0,1,1,1,0,0,0,1,1,0,0,2,0,0,0
6336,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
6337,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
6338,2,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1
6339,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6340,2,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1
6341,2,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1
6342,2,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0
6343,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
6344,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6345,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6346,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1
6347,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0
6348,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0
6349,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
6350,2,1,2,0,1,1,1,1,0,1,1,1,0,3,1,1,0
6351,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
6352,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
6353,2,0,0,0,1,0,1,1,1,1,1,0,1,3,0,1,1
6354,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
6355,2,1,1,1,1,0,1,1,1,0,1,1,1,3,0,1,1
6356,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0
6357,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,0
6358,2,1,2,0,1,1,1,0,0,1,1,1,1,3,0,1,1
6359,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6360,2,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0
6361,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1
6362,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0
6363,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
6364,0,1,2,0,1,0,1,1,1,0,1,1,0,3,1,1,1
6365,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6366,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1
6367,0,1,2,0,1,0,0,0,1,1,1,1,1,3,0,0,1
6368,2,0,1,1,0,1,0,1,0,0,0,0,0,2,1,0,0
6369,2,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
6370,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1
6371,2,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0
6372,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
6373,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0
6374,2,0,2,0,1,1,0,1,0,0,0,0,1,1,1,0,0
6375,2,1,2,0,1,0,1,1,1,1,1,0,1,0,1,0,1
6376,0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6377,2,1,2,0,1,0,1,1,1,1,1,1,1,3,1,1,1
6378,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6379,2,1,1,0,1,0,1,1,1,0,1,0,1,2,1,0,1
6380,2,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1
6381,2,1,2,0,1,0,1,1,1,0,1,1,1,0,1,1,1
6382,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0
6383,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
6384,2,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1
6385,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,1
6386,0,1,2,0,1,0,1,1,1,1,1,1,1,3,0,1,1
6387,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0
6388,2,1,2,0,1,0,1,1,1,1,1,1,0,3,1,1,1
6389,2,0,0,1,0,1,0,1,0,1,0,1,0,3,1,0,1
6390,2,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1
6391,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0,0,0
6392,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
6393,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6394,2,1,2,0,1,0,1,0,1,1,1,1,1,1,1,1,1
6395,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0
6396,2,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1
6397,2,1,2,0,1,1,1,1,1,1,1,1,0,3,1,1,1
6398,2,1,0,1,0,1,0,0,1,0,0,1,1,2,1,0,0
6399,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0
6400,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6401,2,1,2,0,1,0,1,1,0,1,1,1,1,3,1,1,1
6402,2,1,2,0,1,0,1,1,0,1,0,1,1,3,1,0,1
6403,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0
6404,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
6405,2,1,2,0,1,0,0,1,1,1,1,1,1,3,1,1,1
6406,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
6407,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6408,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1
6409,2,1,2,0,1,0,0,1,1,1,1,1,1,3,1,1,1
6410,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0
6411,2,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
6412,2,1,2,0,1,0,1,0,0,1,1,1,0,3,0,1,0
6413,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1
6414,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6415,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6416,0,0,2,1,0,1,0,1,0,1,0,0,0,2,0,0,0
6417,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6418,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,0
6419,2,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
6420,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
6421,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,1,0
6422,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
6423,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
6424,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6425,2,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0
6426,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0
6427,2,1,2,0,1,1,0,1,0,1,1,1,0,3,1,1,1
6428,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
6429,2,1,2,0,1,0,1,1,0,1,1,1,1,3,1,0,1
6430,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6431,2,1,0,1,0,1,0,0,0,1,1,1,0,2,1,0,0
6432,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0
6433,2,1,2,0,0,0,1,1,0,1,1,1,0,1,1,0,1
6434,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0
6435,2,0,2,1,0,1,0,0,0,0,0,0,1,2,0,0,0
6436,2,1,0,0,1,0,0,1,1,1,1,1,1,3,1,1,0
6437,2,1,2,1,1,0,1,1,1,1,1,0,1,3,1,1,1
6438,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0
6439,2,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
6440,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
6441,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6442,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
6443,0,1,2,0,1,0,1,1,1,1,1,1,1,0,1,1,1
6444,2,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0
6445,0,0,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0
6446,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
6447,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6448,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0
6449,2,1,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1
6450,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,0,0
6451,0,1,2,0,1,0,1,1,1,1,1,1,0,1,1,1,1
6452,2,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0
6453,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1
6454,2,1,2,0,1,0,1,1,1,1,1,1,0,3,1,1,1
6455,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
6456,2,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
6457,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0
6458,2,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
6459,0,1,2,1,1,1,1,0,0,0,0,1,0,2,1,1,0
6460,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0
6461,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6462,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6463,2,1,2,1,0,1,1,1,1,1,1,1,1,3,1,1,1
6464,0,0,2,1,0,1,0,0,1,1,0,1,1,0,1,0,0
6465,0,0,0,1,0,1,0,0,0,1,1,0,1,2,0,1,1
6466,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
6467,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1
6468,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6469,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0
6470,2,1,2,0,0,0,1,1,1,1,0,1,1,0,1,0,0
6471,2,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
6472,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6473,2,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0
6474,2,1,2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
6475,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,1,0
6476,2,1,2,0,1,0,1,1,1,1,1,1,1,3,0,0,1
6477,2,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0
6478,2,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
6479,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
6480,2,1,2,0,1,0,1,1,1,1,1,1,1,2,1,1,1
6481,2,0,1,1,1,0,1,1,1,1,1,1,1,2,0,0,1
6482,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
6483,2,1,2,0,1,1,1,1,1,0,1,1,0,3,1,1,1
6484,2,0,1,0,0,1,0,1,1,1,1,1,1,3,0,0,1
6485,0,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,0
6486,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
6487,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
6488,0,0,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0
